time,temperature_2m_max,temperature_2m_mean,temperature_2m_min,dew_point_2m_max,dew_point_2m_mean,dew_point_2m_min,relative_humidity_2m_max,relative_humidity_2m_mean,relative_humidity_2m_min,surface_pressure_max,surface_pressure_mean,surface_pressure_min,wind_speed_10m_max,wind_speed_10m_mean,wind_speed_10m_min,precipitation_sum
2015-03-17,30.0,27.6,26.4,25.8,25.2,24.4,95,87,74,1010.6,1008.6,1007.0,16.5,13.0,9.3,0.2
2015-03-18,31.2,27.8,26.0,25.2,24.7,24.0,93,84,67,1009.9,1007.5,1005.3,16.6,13.5,10.7,0.7
2015-03-19,31.0,28.0,26.4,25.3,24.8,24.0,93,83,69,1009.4,1006.6,1004.3,18.2,13.9,10.4,1.2
2015-03-20,30.5,28.2,26.4,25.6,24.9,24.1,93,83,69,1008.6,1006.6,1004.4,17.3,15.1,12.0,0.2
2015-03-21,28.8,27.4,26.4,25.3,24.7,23.8,92,85,77,1011.5,1008.0,1005.9,15.8,12.3,5.5,5.0
2015-03-22,30.7,28.1,26.0,25.0,24.3,23.6,90,81,66,1010.8,1008.4,1007.0,20.7,11.6,1.8,0.0
2015-03-23,31.1,28.5,26.5,25.1,24.5,23.9,90,79,66,1010.1,1008.0,1006.4,17.4,12.8,8.0,0.1
2015-03-24,30.8,28.1,26.5,25.5,24.8,24.1,92,83,68,1010.0,1007.7,1005.0,18.4,16.3,12.8,3.1
2015-03-25,28.3,26.8,25.8,25.3,24.4,23.9,94,87,77,1010.8,1008.5,1006.6,17.9,13.3,7.8,8.8
2015-03-26,29.1,27.3,26.2,25.4,24.8,24.3,93,87,78,1012.8,1010.2,1008.0,11.9,8.9,1.8,7.3
2015-03-27,30.5,27.8,25.3,25.2,24.7,24.0,93,84,71,1013.8,1011.4,1009.7,19.2,16.4,12.6,9.1
2015-03-28,30.6,28.1,27.0,25.4,24.8,24.5,89,83,72,1012.7,1010.5,1008.1,19.3,17.0,13.4,0.7
2015-03-29,29.2,27.4,26.2,25.2,24.8,24.2,91,85,79,1011.8,1009.7,1007.5,18.9,14.3,10.5,5.4
2015-03-30,28.6,26.9,25.4,24.6,24.3,23.9,92,86,78,1012.4,1009.5,1006.6,18.8,12.7,7.4,7.4
2015-03-31,27.9,25.9,24.6,25.0,23.9,23.4,94,89,81,1012.5,1010.4,1008.8,11.7,6.8,1.5,13.2
2015-04-01,27.6,26.0,24.7,24.3,24.0,23.7,95,89,80,1012.8,1010.7,1008.9,10.3,7.3,4.8,0.6
2015-04-02,30.9,27.4,24.3,24.8,24.0,23.0,96,83,63,1012.4,1010.0,1007.7,16.0,8.4,1.8,0.0
2015-04-03,30.1,27.7,26.1,25.0,24.5,24.1,91,83,70,1010.6,1008.7,1007.1,17.1,12.4,7.3,1.1
2015-04-04,30.1,27.7,26.2,25.1,24.6,23.9,93,84,70,1010.5,1008.4,1006.5,17.7,14.0,11.5,0.9
2015-04-05,29.9,27.4,26.1,25.1,24.6,24.2,93,85,73,1010.5,1008.6,1007.0,17.8,14.2,6.9,2.3
2015-04-06,30.5,27.4,25.7,24.9,24.5,24.1,93,84,71,1010.6,1008.8,1006.9,15.4,11.2,7.9,3.3
2015-04-07,30.2,27.3,26.1,25.1,24.6,24.3,92,85,72,1011.1,1009.5,1008.2,15.5,11.4,5.5,5.8
2015-04-08,30.0,27.8,26.2,25.1,24.5,24.2,89,83,72,1011.8,1009.2,1007.5,14.5,11.9,7.9,1.3
2015-04-09,29.9,27.8,26.4,25.1,24.7,24.3,93,84,72,1011.2,1009.2,1007.4,16.3,14.0,11.3,0.6
2015-04-10,29.1,27.3,26.5,24.9,24.7,24.3,90,86,78,1011.3,1009.5,1007.5,17.9,12.4,4.1,8.3
2015-04-11,29.3,27.4,26.3,25.5,24.7,24.3,90,85,79,1011.8,1009.7,1007.5,16.3,11.2,5.5,4.5
2015-04-12,29.3,26.9,25.8,25.0,24.4,23.8,93,87,78,1012.8,1011.1,1009.5,11.8,6.9,1.8,10.0
2015-04-13,30.2,27.7,25.4,24.7,24.4,23.9,94,83,69,1013.2,1011.0,1009.3,13.0,8.8,2.7,1.5
2015-04-14,30.7,27.9,25.9,25.5,24.8,24.1,92,83,68,1011.6,1009.4,1007.3,19.2,10.7,4.8,0.5
2015-04-15,30.7,28.0,26.3,25.4,25.0,24.4,93,84,70,1010.9,1008.9,1006.5,19.8,15.0,11.6,1.0
2015-04-16,30.2,27.9,26.3,25.3,24.9,24.4,91,84,72,1012.4,1009.9,1008.2,18.1,13.5,10.5,1.1
2015-04-17,30.9,28.2,26.7,25.4,25.0,24.7,91,83,73,1012.2,1010.2,1008.0,16.0,12.8,9.4,1.6
2015-04-18,30.6,28.1,26.7,25.3,25.0,24.7,92,83,71,1012.1,1009.9,1008.1,15.6,12.2,9.2,1.5
2015-04-19,30.7,28.2,26.6,25.0,24.8,24.1,90,82,71,1011.1,1009.1,1007.1,18.1,13.6,10.8,1.6
2015-04-20,31.0,28.3,26.7,25.2,25.0,24.5,90,82,69,1011.2,1009.0,1007.7,16.3,14.0,9.9,1.8
2015-04-21,30.5,28.4,26.7,25.1,24.6,23.9,90,80,68,1010.9,1008.8,1007.6,17.5,15.0,13.0,1.2
2015-04-22,31.4,28.4,27.0,25.2,24.8,24.5,88,81,69,1011.2,1009.4,1007.8,19.0,14.0,10.5,2.7
2015-04-23,30.5,28.4,26.8,25.4,24.8,24.4,89,81,70,1011.0,1009.5,1008.2,17.3,15.1,10.0,0.4
2015-04-24,30.6,28.2,26.9,25.3,24.9,24.5,90,83,70,1012.2,1010.1,1008.3,18.9,15.6,12.1,1.6
2015-04-25,30.7,27.9,26.8,25.1,24.9,24.5,90,84,71,1012.5,1010.8,1009.3,18.1,14.4,11.0,2.2
2015-04-26,30.5,28.2,26.8,25.1,24.6,24.3,90,81,70,1013.2,1010.9,1009.5,15.2,12.7,4.4,0.7
2015-04-27,30.9,28.2,26.1,24.9,24.1,23.1,91,79,63,1012.0,1009.9,1008.2,13.4,8.9,4.7,0.0
2015-04-28,31.5,28.7,26.8,25.1,24.4,23.6,89,78,63,1011.6,1009.4,1007.5,18.1,13.9,10.5,0.2
2015-04-29,30.2,28.4,27.0,25.1,24.8,24.5,88,81,73,1011.5,1009.3,1007.3,17.7,14.6,8.7,1.9
2015-04-30,30.4,28.3,27.0,25.0,24.7,24.3,87,81,72,1010.2,1008.6,1006.7,18.2,13.4,10.2,3.8
2015-05-01,31.0,28.8,27.2,25.2,24.6,24.1,86,78,67,1010.4,1008.1,1006.2,18.0,14.2,7.1,0.3
2015-05-02,31.3,28.8,26.9,25.2,24.5,23.6,89,78,64,1010.0,1008.1,1006.3,17.1,13.7,9.2,0.4
2015-05-03,30.9,28.2,26.6,24.9,24.6,24.3,90,81,68,1010.9,1008.8,1007.1,17.4,13.8,6.2,6.9
2015-05-04,30.1,27.5,26.5,25.6,24.9,24.6,91,86,76,1010.5,1008.6,1006.9,16.0,12.3,6.8,10.5
2015-05-05,28.8,26.8,25.7,25.6,24.5,24.2,93,87,81,1012.2,1010.4,1009.0,11.5,7.3,2.1,13.7
2015-05-06,29.3,27.1,25.4,25.0,24.6,24.0,94,87,76,1011.6,1010.1,1008.7,11.5,8.5,5.4,3.6
2015-05-07,30.6,28.3,26.7,25.3,24.9,24.6,90,82,72,1012.1,1009.7,1007.9,18.6,14.8,10.1,0.3
2015-05-08,30.3,28.1,26.6,25.3,25.0,24.9,92,84,73,1012.7,1010.9,1009.6,18.8,15.0,8.8,3.2
2015-05-09,29.8,27.8,26.1,25.3,24.9,24.5,95,85,77,1012.9,1010.8,1008.7,17.5,11.8,6.1,2.4
2015-05-10,30.1,27.6,25.7,24.9,24.6,24.2,92,84,73,1012.1,1010.3,1008.8,15.3,11.8,7.7,8.1
2015-05-11,30.2,28.0,25.4,25.0,24.5,24.1,95,82,70,1012.1,1010.1,1008.2,14.6,11.3,6.9,1.9
2015-05-12,30.0,27.8,26.1,25.2,24.8,24.1,91,84,74,1012.0,1010.4,1008.8,14.1,10.6,6.7,13.4
2015-05-13,29.7,27.7,26.4,26.1,25.3,24.9,92,87,81,1012.3,1009.7,1007.4,12.3,9.9,5.3,10.0
2015-05-14,28.7,27.2,25.6,25.4,24.9,24.0,93,87,80,1011.7,1009.2,1007.4,11.0,8.5,3.3,17.5
2015-05-15,29.5,27.3,25.2,26.1,25.0,24.5,97,87,78,1011.9,1009.8,1007.7,8.2,4.7,1.5,8.5
2015-05-16,30.9,28.3,26.4,25.7,25.0,24.5,91,82,70,1012.2,1010.3,1008.4,15.5,9.7,4.6,0.3
2015-05-17,29.2,27.8,27.0,25.5,25.2,24.9,90,86,79,1012.3,1010.2,1008.4,15.3,12.0,9.2,12.9
2015-05-18,29.9,27.7,26.6,25.8,25.2,24.4,92,86,78,1012.1,1010.2,1008.3,15.4,13.1,7.4,9.0
2015-05-19,29.7,27.6,26.2,25.0,24.6,24.3,92,84,74,1012.2,1010.7,1009.1,15.1,12.0,8.2,2.9
2015-05-20,29.1,27.2,25.3,25.0,24.5,24.2,94,85,76,1013.1,1010.6,1008.3,12.5,8.4,3.5,1.7
2015-05-21,30.4,28.2,26.5,25.2,24.6,24.2,89,81,72,1013.1,1011.4,1010.1,14.7,11.5,8.1,0.8
2015-05-22,29.5,27.6,26.0,25.1,24.9,24.7,93,85,76,1013.0,1011.2,1009.3,17.4,11.3,5.1,2.7
2015-05-23,27.7,26.4,25.2,25.0,24.1,23.6,92,88,80,1013.7,1011.5,1008.4,16.1,11.6,0.8,20.3
2015-05-24,29.5,27.0,24.8,24.4,24.0,23.4,94,84,73,1013.4,1011.9,1010.3,17.1,10.7,3.6,5.9
2015-05-25,29.9,27.8,26.0,24.7,24.2,24.0,90,81,71,1012.8,1010.7,1008.6,16.8,11.3,7.6,0.0
2015-05-26,29.2,27.4,26.3,25.0,24.5,24.1,90,84,76,1011.5,1010.0,1008.3,18.2,15.0,12.1,4.4
2015-05-27,29.2,26.7,25.3,25.1,24.5,24.1,94,88,79,1012.2,1010.4,1008.4,16.5,12.7,9.4,6.0
2015-05-28,28.7,26.7,25.1,25.6,24.4,23.5,93,87,79,1012.8,1010.2,1007.4,20.1,10.1,3.1,7.5
2015-05-29,27.5,26.5,25.7,24.3,24.1,24.0,92,87,82,1011.7,1009.8,1008.0,17.6,10.8,5.1,8.1
2015-05-30,29.0,26.8,25.1,24.6,24.1,23.9,94,86,76,1011.9,1010.3,1008.8,19.2,12.7,6.8,12.7
2015-05-31,27.3,25.9,24.6,24.6,24.1,23.5,97,90,84,1013.3,1010.9,1009.3,13.3,7.4,1.9,23.7
2015-06-01,28.6,26.6,25.4,24.7,24.3,24.1,93,88,78,1012.0,1010.2,1008.3,18.4,12.6,7.2,4.3
2015-06-02,28.0,26.1,25.0,25.1,23.9,23.2,93,88,81,1012.5,1010.3,1008.8,15.3,11.8,6.6,5.9
2015-06-03,26.5,25.7,24.9,24.0,23.6,23.2,92,88,85,1013.7,1011.6,1010.2,12.9,8.4,3.6,11.2
2015-06-04,28.2,25.9,24.7,24.3,23.8,23.5,94,88,79,1013.3,1011.8,1010.2,14.3,11.0,7.1,14.5
2015-06-05,27.9,26.1,24.9,24.2,23.8,23.5,92,87,80,1012.6,1011.0,1009.6,15.5,9.8,3.3,3.5
2015-06-06,27.9,26.0,24.8,24.0,23.6,23.4,93,87,78,1012.8,1011.1,1009.2,17.2,10.6,5.4,4.5
2015-06-07,27.4,25.7,24.6,23.9,23.5,22.9,91,87,81,1012.8,1011.3,1010.1,13.0,9.3,3.2,16.1
2015-06-08,27.3,25.5,24.4,24.6,23.8,23.1,96,90,85,1013.2,1011.3,1009.1,15.9,8.1,0.8,11.7
2015-06-09,26.6,25.4,24.8,24.3,23.7,23.2,92,91,87,1012.9,1011.3,1009.6,16.5,9.3,4.7,17.9
2015-06-10,28.0,25.8,24.3,24.3,23.6,23.2,94,87,80,1014.2,1012.3,1011.1,15.0,9.8,3.9,4.0
2015-06-11,28.4,26.4,24.9,24.2,23.6,23.3,91,85,78,1013.6,1012.1,1010.1,17.7,15.2,11.5,0.9
2015-06-12,28.0,26.3,24.9,24.1,23.8,23.4,94,87,78,1013.3,1012.0,1010.8,16.4,12.0,5.9,1.3
2015-06-13,27.7,26.2,25.2,23.9,23.6,23.3,91,86,78,1013.5,1011.7,1010.6,16.9,13.3,8.5,3.4
2015-06-14,27.4,25.4,24.0,24.3,23.4,22.7,94,89,82,1014.3,1011.9,1010.4,11.9,9.6,6.6,7.1
2015-06-15,27.6,25.9,24.6,24.6,23.5,23.0,92,87,80,1014.1,1012.3,1010.7,19.2,12.3,6.4,3.3
2015-06-16,28.0,26.1,25.0,23.8,23.2,22.6,88,84,78,1013.7,1011.9,1010.2,20.6,15.3,12.0,3.4
2015-06-17,28.2,26.3,24.9,24.1,23.4,22.8,90,85,77,1012.8,1010.9,1008.4,18.9,15.6,12.2,4.4
2015-06-18,28.2,26.0,24.7,24.1,23.7,23.3,92,87,78,1011.9,1010.7,1009.5,19.1,15.3,11.8,6.3
2015-06-19,27.8,25.9,24.6,24.1,23.4,22.8,91,86,80,1013.4,1011.8,1010.6,18.4,15.5,12.7,4.9
2015-06-20,27.4,25.6,24.5,24.0,23.3,22.7,92,87,80,1014.6,1012.9,1011.9,16.3,13.6,11.0,16.5
2015-06-21,27.5,25.2,24.2,24.1,23.3,22.8,94,89,81,1015.4,1014.0,1012.8,14.5,11.7,8.7,8.9
2015-06-22,27.2,25.4,24.2,24.1,23.1,22.3,92,87,82,1016.5,1014.7,1013.5,16.1,13.4,10.0,6.8
2015-06-23,28.3,26.2,24.9,23.5,22.9,22.5,88,82,75,1016.4,1014.7,1012.8,19.7,15.4,11.4,3.7
2015-06-24,27.7,26.0,24.7,23.5,22.9,22.5,89,83,77,1016.8,1015.1,1013.2,20.9,16.9,12.2,3.2
2015-06-25,26.9,25.6,24.1,24.0,23.0,21.9,93,86,80,1018.1,1016.1,1014.5,18.4,15.9,10.9,4.8
2015-06-26,26.8,25.5,24.3,23.4,22.9,22.6,91,86,81,1017.6,1015.1,1012.6,17.8,14.4,9.4,10.6
2015-06-27,27.4,25.2,23.9,24.2,23.2,22.7,94,89,81,1015.5,1013.8,1011.7,16.3,12.7,8.2,14.4
2015-06-28,25.8,24.5,23.8,24.4,23.4,23.0,96,94,90,1015.6,1014.1,1012.9,16.3,11.1,6.2,69.7
2015-06-29,26.4,25.0,24.2,23.9,23.2,22.8,95,90,84,1016.4,1014.1,1012.3,15.6,13.0,9.8,25.5
2015-06-30,27.2,25.3,24.1,23.9,23.1,22.8,93,88,82,1015.8,1013.7,1012.3,19.5,15.8,11.5,8.8
2015-07-01,27.9,25.8,24.2,23.7,23.1,22.7,91,85,76,1014.7,1012.9,1011.1,19.3,16.6,13.7,1.5
2015-07-02,27.3,25.3,24.4,24.1,23.3,22.7,93,89,80,1014.0,1012.6,1011.0,19.1,14.3,10.7,11.8
2015-07-03,25.3,24.6,24.0,24.1,23.4,23.1,96,93,91,1014.5,1012.8,1011.3,15.8,12.7,8.6,47.3
2015-07-04,27.0,25.3,24.1,24.0,23.3,22.9,95,89,82,1015.3,1013.2,1011.3,15.5,12.5,8.8,5.3
2015-07-05,26.7,25.2,24.3,24.1,23.2,23.0,93,89,84,1014.0,1012.1,1010.1,12.2,9.4,4.8,3.3
2015-07-06,27.8,25.8,24.1,24.2,23.4,22.9,93,87,80,1013.2,1011.4,1009.7,13.8,9.1,3.7,0.9
2015-07-07,27.3,25.7,24.3,24.1,23.4,23.2,93,88,80,1014.0,1011.4,1009.5,13.2,8.6,5.4,4.5
2015-07-08,27.4,25.8,24.3,24.3,23.6,23.3,94,88,81,1013.6,1011.4,1009.4,10.9,9.4,6.4,5.4
2015-07-09,28.3,26.0,24.5,24.7,23.9,23.7,95,89,81,1014.0,1011.7,1009.8,16.7,12.8,9.2,1.6
2015-07-10,27.4,25.7,24.7,24.1,23.7,23.3,92,89,81,1014.6,1012.6,1010.8,18.6,12.5,4.0,4.6
2015-07-11,28.0,26.1,24.9,24.1,23.7,23.4,92,87,77,1014.8,1013.2,1011.6,16.9,10.6,5.2,1.6
2015-07-12,27.3,25.7,24.8,24.2,23.7,23.3,94,89,82,1014.6,1012.9,1010.9,16.8,12.3,9.5,6.2
2015-07-13,27.7,25.7,24.3,24.1,23.4,23.1,93,88,81,1014.4,1012.3,1011.0,16.6,13.8,9.7,1.1
2015-07-14,27.5,25.7,24.7,24.1,23.4,23.1,91,87,81,1013.4,1011.8,1009.8,19.1,14.7,11.0,3.7
2015-07-15,27.0,25.3,24.3,24.0,23.3,22.5,92,88,83,1013.5,1011.8,1010.1,17.5,14.1,11.6,6.6
2015-07-16,25.7,24.8,23.8,23.5,22.9,22.5,93,89,86,1015.4,1013.0,1011.4,16.1,12.9,6.9,10.7
2015-07-17,27.4,25.4,23.9,23.5,23.0,22.6,93,87,80,1014.8,1012.7,1010.7,13.8,10.2,6.7,1.1
2015-07-18,27.3,25.6,24.5,24.0,23.4,23.2,92,88,81,1014.4,1012.5,1010.7,18.4,14.8,11.8,0.4
2015-07-19,27.3,25.4,24.1,23.7,23.1,22.8,93,87,81,1014.0,1012.1,1010.0,23.5,17.1,13.6,4.3
2015-07-20,27.1,25.0,23.8,23.3,22.7,22.2,92,87,79,1013.7,1012.4,1011.1,27.2,20.6,15.0,5.4
2015-07-21,27.0,25.0,23.6,23.1,22.6,22.3,93,87,78,1015.6,1013.6,1012.4,19.6,16.0,13.0,0.5
2015-07-22,27.0,25.2,23.7,22.4,22.1,21.8,91,83,73,1015.2,1013.6,1012.0,17.0,15.5,13.3,0.1
2015-07-23,26.8,25.2,24.0,22.6,22.3,22.0,91,84,76,1015.2,1013.2,1011.3,20.4,17.3,15.1,1.0
2015-07-24,26.6,24.9,24.1,22.8,22.3,22.0,90,85,80,1014.8,1013.1,1011.2,19.4,16.8,13.2,2.5
2015-07-25,27.3,25.1,23.5,22.8,22.1,21.9,92,84,74,1014.8,1013.0,1011.2,18.4,15.0,11.6,1.6
2015-07-26,27.3,25.1,23.6,22.1,22.0,21.7,92,83,72,1015.0,1013.0,1010.5,21.9,19.1,16.5,0.2
2015-07-27,26.5,24.9,24.0,22.2,21.9,21.5,89,83,77,1014.4,1012.7,1011.3,23.8,19.8,15.9,0.8
2015-07-28,26.3,24.8,23.9,21.6,21.3,20.9,86,81,75,1015.2,1013.6,1012.2,22.2,19.7,16.6,0.4
2015-07-29,26.3,24.6,23.3,21.6,21.2,20.9,87,81,74,1016.6,1014.4,1012.3,18.4,15.7,12.3,0.7
2015-07-30,26.2,24.6,23.6,22.4,21.8,21.6,89,85,80,1015.7,1013.7,1012.0,19.2,17.2,15.1,5.0
2015-07-31,26.9,24.9,23.5,22.1,21.8,21.6,89,83,75,1015.1,1013.0,1010.8,19.8,16.3,11.2,0.3
2015-08-01,27.1,24.8,23.7,22.9,22.3,22.0,91,86,76,1014.6,1012.4,1010.3,20.1,15.6,10.9,5.4
2015-08-02,27.3,25.1,23.7,22.6,22.3,22.1,91,85,74,1014.5,1012.5,1010.8,17.8,14.8,11.3,0.4
2015-08-03,26.8,24.7,23.6,23.2,22.7,22.5,94,89,81,1015.0,1013.2,1012.1,18.0,14.0,10.5,4.1
2015-08-04,26.7,24.7,23.5,22.9,22.5,22.3,94,88,80,1014.8,1013.0,1010.7,18.7,15.1,11.3,0.8
2015-08-05,27.5,25.1,23.8,23.2,22.5,22.2,91,86,77,1014.6,1012.5,1010.2,18.4,14.8,11.5,0.6
2015-08-06,26.7,25.1,23.8,22.8,22.6,22.4,92,86,78,1013.5,1011.5,1008.7,15.5,13.9,11.5,1.9
2015-08-07,27.0,25.1,23.9,23.1,22.7,22.4,92,87,79,1013.5,1011.5,1010.0,16.9,14.6,8.2,2.0
2015-08-08,26.8,25.0,23.7,23.1,22.5,21.9,92,86,79,1014.0,1012.1,1010.3,14.7,11.2,8.7,3.2
2015-08-09,26.4,24.9,23.8,23.3,22.8,22.3,93,88,81,1014.4,1012.2,1010.0,17.6,13.7,10.0,5.9
2015-08-10,26.3,24.8,23.7,23.4,22.6,22.2,92,88,83,1013.4,1011.4,1009.4,20.2,16.0,12.4,3.8
2015-08-11,27.2,25.0,23.7,22.6,22.4,22.2,92,86,75,1014.2,1012.3,1010.7,18.6,15.3,12.6,0.4
2015-08-12,27.1,24.9,23.7,23.3,22.6,22.3,93,88,77,1015.6,1013.8,1011.9,17.9,14.9,10.5,8.8
2015-08-13,26.2,24.9,23.8,22.9,22.6,22.4,94,88,81,1014.7,1013.4,1011.8,16.3,13.5,10.5,0.4
2015-08-14,26.8,25.0,24.0,23.3,22.8,22.5,92,88,79,1014.5,1012.6,1011.1,17.9,13.7,11.4,2.4
2015-08-15,26.7,24.9,23.8,23.1,22.7,22.4,93,88,79,1014.6,1012.7,1011.4,17.7,14.3,10.0,2.5
2015-08-16,26.8,24.9,23.7,23.0,22.8,22.6,94,88,79,1015.5,1013.6,1011.0,15.9,13.4,10.8,0.5
2015-08-17,27.3,24.9,23.9,23.4,23.0,22.8,94,89,79,1014.7,1012.9,1010.4,19.0,15.5,13.5,2.1
2015-08-18,26.7,25.0,23.7,23.5,22.9,22.2,94,88,83,1013.8,1012.0,1010.4,17.0,14.5,12.7,3.9
2015-08-19,27.1,25.1,23.8,23.1,22.9,22.6,95,87,79,1013.4,1011.5,1009.9,16.7,13.1,9.7,0.7
2015-08-20,25.9,24.5,23.9,23.2,22.7,22.4,92,90,84,1013.4,1011.2,1009.5,18.3,13.9,10.5,11.8
2015-08-21,26.0,24.5,23.5,23.3,22.7,22.3,94,90,85,1013.5,1011.7,1010.3,17.3,15.4,11.8,18.9
2015-08-22,27.0,25.1,23.5,23.7,22.9,22.5,94,88,80,1014.2,1012.1,1010.5,17.4,13.6,6.9,1.1
2015-08-23,26.9,25.1,24.3,23.1,22.8,22.5,91,87,79,1013.0,1011.1,1008.0,18.0,14.5,7.7,2.8
2015-08-24,26.5,25.2,24.3,23.3,23.1,22.9,92,88,82,1013.6,1011.5,1010.4,19.6,13.2,9.7,0.4
2015-08-25,26.4,24.8,23.8,23.4,22.8,22.3,93,89,82,1014.4,1012.5,1011.0,16.6,14.0,10.3,4.9
2015-08-26,27.4,25.2,24.1,23.8,23.0,22.5,92,88,79,1014.8,1012.5,1010.1,16.4,12.9,10.6,1.8
2015-08-27,26.9,25.2,24.0,23.4,22.8,22.4,92,87,79,1013.4,1011.4,1009.3,18.4,15.3,11.4,3.4
2015-08-28,26.5,24.8,23.6,23.5,22.7,22.0,92,88,83,1013.6,1011.5,1009.8,17.1,14.3,11.2,7.1
2015-08-29,26.9,24.9,23.8,23.4,22.6,22.1,93,87,77,1015.8,1013.5,1011.6,17.1,13.4,11.5,1.8
2015-08-30,27.3,25.2,23.6,23.1,22.5,22.2,93,85,77,1016.4,1014.2,1012.0,18.2,14.2,10.1,0.6
2015-08-31,26.6,25.0,24.0,22.7,22.4,22.2,90,86,78,1015.6,1013.2,1011.2,21.9,18.0,14.3,1.6
2015-09-01,24.6,24.2,23.9,23.1,22.6,22.2,93,90,88,1014.9,1013.0,1011.1,19.6,16.6,11.2,19.2
2015-09-02,26.7,24.8,23.5,23.1,22.5,22.2,92,87,81,1015.4,1013.2,1011.8,19.2,15.3,12.7,1.1
2015-09-03,27.0,25.1,23.8,22.9,22.5,22.2,91,85,76,1015.3,1013.0,1010.4,17.1,13.3,9.2,0.7
2015-09-04,27.1,25.3,24.0,23.1,22.8,22.6,92,86,78,1014.6,1012.6,1010.3,16.5,12.5,8.7,0.6
2015-09-05,26.0,25.0,24.2,23.0,22.8,22.7,91,88,83,1014.3,1012.4,1010.9,17.7,14.8,10.9,3.5
2015-09-06,26.5,25.1,24.3,23.7,22.9,22.6,91,88,84,1015.3,1013.5,1012.2,19.9,15.9,12.7,3.8
2015-09-07,27.6,25.2,24.0,23.1,22.8,22.6,92,87,76,1015.2,1013.1,1010.8,18.3,15.1,9.7,1.3
2015-09-08,25.9,24.5,23.4,23.7,22.8,22.4,94,90,85,1013.1,1011.3,1009.2,16.6,14.2,10.7,3.3
2015-09-09,27.4,25.4,24.2,22.9,22.6,22.2,91,85,76,1013.7,1011.5,1009.5,16.3,13.3,10.2,1.1
2015-09-10,27.4,25.3,23.9,23.2,22.9,22.5,93,86,76,1013.6,1011.6,1009.6,14.8,11.6,8.0,0.2
2015-09-11,26.8,25.1,24.1,23.3,23.0,22.7,94,89,80,1014.4,1011.6,1009.3,13.7,10.7,3.3,4.1
2015-09-12,27.6,25.4,23.3,23.5,23.2,22.6,96,88,78,1012.2,1010.8,1009.1,14.1,9.4,4.7,0.6
2015-09-13,26.3,25.1,24.4,23.5,23.0,22.6,92,88,83,1013.8,1011.8,1010.0,19.0,14.1,9.0,2.5
2015-09-14,27.2,25.5,24.1,23.1,23.0,22.9,94,86,77,1014.2,1012.7,1010.8,20.8,15.1,10.2,1.0
2015-09-15,26.3,25.0,23.9,23.1,22.8,22.6,93,88,82,1015.0,1012.7,1010.6,21.8,17.4,12.2,3.2
2015-09-16,26.5,25.2,24.1,23.0,22.7,22.4,92,87,80,1014.2,1012.0,1009.8,20.7,17.2,12.3,2.1
2015-09-17,27.7,25.2,24.4,23.9,23.1,22.4,92,88,78,1013.1,1010.7,1008.2,20.4,16.7,10.1,2.9
2015-09-18,27.2,25.4,24.3,23.8,23.2,22.8,93,88,81,1012.9,1011.0,1009.7,17.8,14.1,9.1,2.0
2015-09-19,27.4,25.2,24.4,23.9,23.1,22.6,93,88,81,1015.3,1012.6,1011.3,14.0,10.3,7.1,5.0
2015-09-20,26.9,25.1,23.9,24.0,23.3,22.6,94,89,82,1015.7,1013.5,1011.9,12.6,7.7,3.0,5.0
2015-09-21,26.5,25.0,23.4,23.9,23.1,22.6,96,90,84,1015.3,1012.8,1010.7,12.9,8.0,2.5,2.6
2015-09-22,27.3,25.2,23.8,23.7,22.9,22.6,93,88,78,1014.7,1012.4,1010.0,14.6,10.4,4.6,2.2
2015-09-23,28.1,25.7,24.1,24.2,23.4,22.8,93,87,79,1014.3,1011.8,1009.6,15.3,12.3,8.6,0.5
2015-09-24,26.8,25.3,24.3,23.9,23.3,22.6,92,89,84,1014.0,1011.8,1010.0,15.3,13.2,7.3,5.3
2015-09-25,25.8,24.7,23.9,23.8,23.2,22.9,95,92,84,1013.8,1011.9,1010.6,15.5,11.6,6.8,69.5
2015-09-26,27.9,25.6,24.2,24.5,23.7,23.1,95,89,80,1013.6,1011.1,1008.8,15.7,10.0,6.8,2.4
2015-09-27,28.5,25.9,24.3,23.9,23.4,23.1,94,86,76,1012.5,1010.0,1007.9,15.4,12.4,9.1,1.5
2015-09-28,27.0,25.5,24.4,24.1,23.4,22.7,91,88,82,1012.8,1010.0,1007.3,15.3,11.8,7.5,8.0
2015-09-29,26.9,25.3,24.2,23.7,23.4,22.9,95,89,82,1012.2,1010.3,1008.6,18.1,14.1,8.9,12.8
2015-09-30,26.3,25.0,23.9,23.9,23.2,22.7,95,90,86,1012.5,1010.5,1008.9,14.3,11.1,7.8,8.4
2015-10-01,27.8,25.8,24.4,23.7,23.3,23.2,93,86,78,1011.7,1010.1,1008.1,17.8,12.7,8.2,0.7
2015-10-02,27.7,25.8,24.4,24.1,23.4,23.0,93,87,79,1011.3,1009.5,1007.3,15.1,13.1,8.3,1.3
2015-10-03,27.1,25.3,24.2,24.0,23.4,23.1,95,89,83,1012.7,1010.6,1008.8,16.1,11.0,3.3,6.8
2015-10-04,26.8,25.2,23.8,23.9,23.4,22.7,94,90,83,1014.3,1012.1,1010.0,13.7,10.4,7.0,16.2
2015-10-05,28.5,26.2,24.9,24.6,23.6,23.0,91,86,78,1014.0,1012.2,1010.1,15.8,10.6,5.8,0.2
